code,start_time,home_team,visiting_team
199204180PHI,Washington Bullets,111,104
199404190SAC,Utah Jazz,108,115
199404190SAS,Houston Rockets,90,80
199404190WSB,Indiana Pacers,110,111
199404200CHH,Washington Bullets,117,111
199404200IND,Cleveland Cavaliers,109,98
200504150CHI,8:30p,Chicago Bulls,Orlando Magic
200504150DEN,9:00p,Denver Nuggets,Memphis Grizzlies
200504150DET,8:00p,Detroit Pistons,Milwaukee Bucks
200504150GSW,10:30p,Golden State Warriors,Portland Trail Blazers
200503140WAS,7:00p,Washington Wizards,Los Angeles Lakers
200503150CHI,8:30p,Chicago Bulls,Seattle SuperSonics
200503150CLE,7:00p,Cleveland Cavaliers,Utah Jazz
200503150DAL,8:30p,Dallas Mavericks,Minnesota Timberwolves
200503150NYK,7:30p,New York Knicks,Miami Heat
200502150GSW,10:30p,Golden State Warriors,Dallas Mavericks
200502150HOU,8:30p,Houston Rockets,Washington Wizards
200502150LAL,10:30p,Los Angeles Lakers,Utah Jazz
200502150MIN,8:00p,Minnesota Timberwolves,New Jersey Nets
200603150NYK,7:30p,New York Knicks,Atlanta Hawks
200603150ORL,7:00p,Orlando Magic,Utah Jazz
200603150PHO,9:00p,Phoenix Suns,Los Angeles Clippers
200603150TOR,7:00p,Toronto Raptors,Detroit Pistons
200603150WAS,7:00p,Washington Wizards,Charlotte Bobcats
200602150PHI,7:00p,Philadelphia 76ers,San Antonio Spurs
200602160CHI,7:30p,Chicago Bulls,Philadelphia 76ers
200602160PHO,10:00p,Phoenix Suns,Houston Rockets
200602210CLE,7:00p,Cleveland Cavaliers,Orlando Magic
200602210DAL,8:30p,Dallas Mavericks,Los Angeles Clippers
199611260DAL,San Antonio Spurs,105,101
199611260DEN,Phoenix Suns,117,108
199611260GSW,Miami Heat,88,107
199611260HOU,Portland Trail Blazers,102,101
199611260PHI,Los Angeles Lakers,88,100
200604160DET,6:00p,Detroit Pistons,New York Knicks
200604160LAC,9:00p,Los Angeles Clippers,Seattle SuperSonics
200604160LAL,3:30p,Los Angeles Lakers,Phoenix Suns
200604160MIA,1:00p,Miami Heat,Chicago Bulls
199003270IND,Boston Celtics,101,96
199003270MIL,Phoenix Suns,133,127
199003270NYK,Washington Bullets,119,100
199003270POR,Los Angeles Lakers,130,111
199003270SAS,Seattle SuperSonics,115,103
199403190NYK,Boston Celtics,105,91
199403190PHO,New Jersey Nets,105,93
199403190SAS,Sacramento Kings,107,100
199403200BOS,Atlanta Hawks,80,101
199403200CHH,Seattle SuperSonics,115,124
199402220MIL,Golden State Warriors,113,117
199402220NJN,Miami Heat,97,123
199402220NYK,Seattle SuperSonics,82,93
199402220POR,Los Angeles Clippers,120,117
199402220SAC,Boston Celtics,95,93
199511220CHH,Boston Celtics,124,129
199511220CLE,New York Knicks,84,94
199511220DET,Washington Bullets,97,98
199511220LAC,New Jersey Nets,125,92
199511220MIA,Golden State Warriors,103,93
199001270IND,Cleveland Cavaliers,84,91
199001270LAC,Portland Trail Blazers,115,118
199001270MIN,Detroit Pistons,83,85
199001270ORL,Atlanta Hawks,96,114
199001270PHI,Washington Bullets,125,101
199111270MIA,Los Angeles Lakers,87,89
199111270MIN,Denver Nuggets,101,92
199111270PHO,Sacramento Kings,141,100
199111270SAS,New Jersey Nets,106,100
199111270UTA,Charlotte Hornets,113,107
199311300PHI,Seattle SuperSonics,80,92
199311300UTA,Denver Nuggets,103,92
198912220WSB,New York Knicks,112,122
198912230DAL,Sacramento Kings,102,95
198912230DET,Orlando Magic,106,100
198912230MIA,Denver Nuggets,104,135
198912230MIN,Milwaukee Bucks,90,94
199011300BOS,Washington Bullets,123,95
199011300CHI,Indiana Pacers,124,95
199011300DET,Philadelphia 76ers,96,94
199011300MIL,New York Knicks,103,97
199011300ORL,Golden State Warriors,113,119
200601160NJN,3:30p,New Jersey Nets,Indiana Pacers
200601160NYK,1:00p,New York Knicks,Minnesota Timberwolves
200601160WAS,1:00p,Washington Wizards,Philadelphia 76ers
200601170SAC,10:00p,Sacramento Kings,Phoenix Suns
200601170UTA,9:00p,Utah Jazz,Toronto Raptors
200501140MIL,8:30p,Milwaukee Bucks,Washington Wizards
200501140NOH,8:00p,New Orleans Hornets,Portland Trail Blazers
200501140PHI,7:00p,Philadelphia 76ers,Toronto Raptors
200501140SAS,8:00p,San Antonio Spurs,Dallas Mavericks
200412140PHI,7:00p,Philadelphia 76ers,Denver Nuggets
200412140SEA,10:00p,Seattle SuperSonics,Los Angeles Lakers
200412140UTA,9:00p,Utah Jazz,Los Angeles Clippers
200412150BOS,7:00p,Boston Celtics,Denver Nuggets
200411160LAC,10:30p,Los Angeles Clippers,Toronto Raptors
200411160MIN,8:00p,Minnesota Timberwolves,Miami Heat
200411160PHI,7:00p,Philadelphia 76ers,Seattle SuperSonics
200411160SAC,10:00p,Sacramento Kings,Chicago Bulls
200411160SAS,8:30p,San Antonio Spurs,New York Knicks
200512160LAL,10:30p,Los Angeles Lakers,Washington Wizards
200512160NJN,7:30p,New Jersey Nets,Denver Nuggets
200512160NOK,8:00p,New Orleans/Oklahoma City Hornets,Phoenix Suns
200512160PHI,8:00p,Philadelphia 76ers,Miami Heat
200512160POR,10:00p,Portland Trail Blazers,Seattle SuperSonics
200511160LAL,10:00p,Los Angeles Lakers,New York Knicks
200511160NOK,8:00p,New Orleans/Oklahoma City Hornets,Denver Nuggets
200511160PHO,9:00p,Phoenix Suns,Memphis Grizzlies
200511160POR,10:00p,Portland Trail Blazers,Chicago Bulls
200511160TOR,7:00p,Toronto Raptors,Philadelphia 76ers
199204180POR,Los Angeles Lakers,101,109
199204190BOS,Miami Heat,109,93
199204190CHI,Detroit Pistons,103,85
199204190CLE,Atlanta Hawks,112,108
199204190DEN,Dallas Mavericks,92,104
199404200LAC,Denver Nuggets,85,100
199404200LAL,Seattle SuperSonics,90,112
199404200MIL,Detroit Pistons,103,78
199404200ORL,Minnesota Timberwolves,121,101
199404210BOS,Charlotte Hornets,89,95
200504150IND,8:00p,Indiana Pacers,Philadelphia 76ers
200504150LAL,10:30p,Los Angeles Lakers,Sacramento Kings
200504150PHO,10:00p,Phoenix Suns,Los Angeles Clippers
200504150SEA,10:30p,Seattle SuperSonics,New Orleans Hornets
200504150TOR,7:00p,Toronto Raptors,New Jersey Nets
200503150PHI,7:00p,Philadelphia 76ers,Los Angeles Lakers
200503150SAC,10:00p,Sacramento Kings,Orlando Magic
200503160ATL,7:30p,Atlanta Hawks,Washington Wizards
200503160BOS,7:00p,Boston Celtics,Toronto Raptors
200503160DEN,9:00p,Denver Nuggets,Charlotte Bobcats
200502150ORL,7:00p,Orlando Magic,Los Angeles Clippers
200502160BOS,7:00p,Boston Celtics,Memphis Grizzlies
200502160CHA,7:00p,Charlotte Bobcats,Denver Nuggets
200502160CLE,7:00p,Cleveland Cavaliers,Atlanta Hawks
200502160IND,7:00p,Indiana Pacers,Portland Trail Blazers
200603160GSW,10:30p,Golden State Warriors,Minnesota Timberwolves
200603160MIA,8:00p,Miami Heat,Boston Celtics
200603160SEA,10:00p,Seattle SuperSonics,Philadelphia 76ers
200603170ATL,7:00p,Atlanta Hawks,Utah Jazz
200603170CLE,7:30p,Cleveland Cavaliers,Portland Trail Blazers
200602210DEN,9:00p,Denver Nuggets,Charlotte Bobcats
200602210DET,7:30p,Detroit Pistons,Atlanta Hawks
200602210IND,7:00p,Indiana Pacers,New Orleans/Oklahoma City Hornets
200602210LAL,10:30p,Los Angeles Lakers,Portland Trail Blazers
200602210MEM,8:00p,Memphis Grizzlies,Toronto Raptors
199611260TOR,Sacramento Kings,87,98
199611270BOS,Los Angeles Lakers,110,94
199611270DET,Vancouver Grizzlies,87,78
199611270LAC,Miami Heat,82,98
199611270MIL,Cleveland Cavaliers,92,75
200604160MIN,6:00p,Minnesota Timberwolves,San Antonio Spurs
200604160NJN,8:00p,New Jersey Nets,Boston Celtics
200604160SAC,9:00p,Sacramento Kings,New Orleans/Oklahoma City Hornets
200604160WAS,6:00p,Washington Wizards,Cleveland Cavaliers
200604170BOS,7:30p,Boston Celtics,Cleveland Cavaliers
199003280CLE,Chicago Bulls,113,117
199003280DET,Charlotte Hornets,106,97
199003280LAC,Los Angeles Lakers,99,106
199003280MIN,Sacramento Kings,93,88
199003280NJN,New York Knicks,106,101
199403200DEN,Washington Bullets,132,99
199403200LAC,Portland Trail Blazers,114,110
199403200LAL,Orlando Magic,97,91
199403200MIL,Philadelphia 76ers,103,101
199403200MIN,Chicago Bulls,80,90
199402230ATL,Seattle SuperSonics,99,92
199402230CHI,Golden State Warriors,123,100
199402230DEN,Boston Celtics,102,94
199402230LAC,Portland Trail Blazers,112,121
199402230ORL,Indiana Pacers,103,99
199511220MIL,Toronto Raptors,96,86
199511220MIN,Seattle SuperSonics,97,106
199511220ORL,Vancouver Grizzlies,95,93
199511220PHI,Houston Rockets,106,115
199511220PHO,Atlanta Hawks,117,112
199001270SEA,San Antonio Spurs,109,98
199001270UTA,Milwaukee Bucks,144,96
199001280BOS,Phoenix Suns,126,118
199001290CHI,Atlanta Hawks,121,111
199001290DAL,New Jersey Nets,108,88
199111290ATL,San Antonio Spurs,85,88
199111290BOS,Los Angeles Lakers,114,91
199111290CLE,Orlando Magic,115,104
199111290DAL,New Jersey Nets,91,97
199111290DEN,Seattle SuperSonics,101,90
198912230NYK,New Jersey Nets,94,85
198912230PHI,Chicago Bulls,131,104
198912230PHO,Los Angeles Clippers,104,100
198912230SAS,Utah Jazz,115,98
198912230SEA,Indiana Pacers,95,98
199011300UTA,Minnesota Timberwolves,96,79
200601180ATL,7:00p,Atlanta Hawks,Detroit Pistons
200601180BOS,7:30p,Boston Celtics,Minnesota Timberwolves
200601180CHI,8:30p,Chicago Bulls,New York Knicks
200601180DEN,9:00p,Denver Nuggets,Cleveland Cavaliers
200601180HOU,8:30p,Houston Rockets,Dallas Mavericks
200501140SEA,10:30p,Seattle SuperSonics,Golden State Warriors
200501150ATL,6:00p,Atlanta Hawks,Charlotte Bobcats
200501150CHI,3:30p,Chicago Bulls,New York Knicks
200501150DAL,8:30p,Dallas Mavericks,New Jersey Nets
200501150DET,7:30p,Detroit Pistons,Philadelphia 76ers
200412150CLE,7:00p,Cleveland Cavaliers,Portland Trail Blazers
200412150HOU,8:30p,Houston Rockets,Atlanta Hawks
200412150MEM,8:00p,Memphis Grizzlies,Chicago Bulls
200412150NOH,8:00p,New Orleans Hornets,Golden State Warriors
200412150NYK,8:00p,New York Knicks,Detroit Pistons
200411170DEN,9:00p,Denver Nuggets,Toronto Raptors
200411170DET,7:30p,Detroit Pistons,Minnesota Timberwolves
200411170GSW,10:30p,Golden State Warriors,Chicago Bulls
200411170IND,7:00p,Indiana Pacers,Atlanta Hawks
200411170LAL,10:30p,Los Angeles Lakers,Los Angeles Clippers
200512160TOR,7:00p,Toronto Raptors,Golden State Warriors
200512170CHA,7:30p,Charlotte Bobcats,Detroit Pistons
200512170CHI,8:30p,Chicago Bulls,Boston Celtics
200512170CLE,7:30p,Cleveland Cavaliers,Miami Heat
200512170LAC,3:30p,Los Angeles Clippers,Houston Rockets
200511170DAL,8:30p,Dallas Mavericks,Atlanta Hawks
200511170MIN,7:00p,Minnesota Timberwolves,Washington Wizards
200511170SAS,9:30p,San Antonio Spurs,Houston Rockets
200511180BOS,7:30p,Boston Celtics,Toronto Raptors
199204190GSW,Seattle SuperSonics,108,106
199204190HOU,Phoenix Suns,97,100
199204190LAL,Los Angeles Clippers,109,108
199204190MIN,Charlotte Hornets,130,107
199204190SAS,Utah Jazz,90,101
199404210GSW,Sacramento Kings,121,96
199404210HOU,Dallas Mavericks,126,100
199404210MIA,Atlanta Hawks,94,89
199404210NYK,Philadelphia 76ers,130,82
199404210UTA,Portland Trail Blazers,122,111
200504150UTA,9:00p,Utah Jazz,Minnesota Timberwolves
200504150WAS,8:00p,Washington Wizards,Cleveland Cavaliers
200504160ATL,7:00p,Atlanta Hawks,Chicago Bulls
200504160CHA,1:00p,Charlotte Bobcats,New York Knicks
200504160HOU,7:30p,Houston Rockets,Denver Nuggets
200503160DET,7:30p,Detroit Pistons,Seattle SuperSonics
200503160HOU,8:30p,Houston Rockets,Portland Trail Blazers
200503160IND,7:00p,Indiana Pacers,Utah Jazz
200503160LAC,10:30p,Los Angeles Clippers,Orlando Magic
200503160MIL,8:00p,Milwaukee Bucks,Cleveland Cavaliers
200502160MIA,7:30p,Miami Heat,Los Angeles Clippers
200502160NJN,7:30p,New Jersey Nets,Sacramento Kings
200502160NOH,9:00p,New Orleans Hornets,San Antonio Spurs
200502160NYK,7:30p,New York Knicks,Milwaukee Bucks
200502160PHI,7:00p,Philadelphia 76ers,Detroit Pistons
200603170IND,7:00p,Indiana Pacers,Sacramento Kings
200603170LAC,10:30p,Los Angeles Clippers,Philadelphia 76ers
200603170MEM,8:00p,Memphis Grizzlies,Denver Nuggets
200603170NJN,7:30p,New Jersey Nets,Los Angeles Lakers
200602210MIL,8:00p,Milwaukee Bucks,New Jersey Nets
200602210SAC,10:00p,Sacramento Kings,Golden State Warriors
200602210SAS,8:30p,San Antonio Spurs,Seattle SuperSonics
200602210UTA,9:00p,Utah Jazz,Boston Celtics
200602210WAS,7:00p,Washington Wizards,Minnesota Timberwolves
199611270MIN,Seattle SuperSonics,98,106
199611270ORL,Atlanta Hawks,79,75
199611270PHO,New Jersey Nets,99,77
199611270SAS,Portland Trail Blazers,109,120
199611270TOR,Charlotte Hornets,92,88
200604170DEN,9:00p,Denver Nuggets,Houston Rockets
200604170GSW,10:30p,Golden State Warriors,Portland Trail Blazers
200604170MIL,8:00p,Milwaukee Bucks,Detroit Pistons
200604170NYK,7:30p,New York Knicks,Charlotte Bobcats
200604170ORL,7:00p,Orlando Magic,Chicago Bulls
199003280ORL,Miami Heat,104,109
199003280PHI,Boston Celtics,122,104
199003280WSB,Denver Nuggets,113,99
199003290CHH,Phoenix Suns,92,105
199003290GSW,Utah Jazz,128,123
199403210ATL,Utah Jazz,100,96
199403210HOU,Washington Bullets,128,112
199403210LAL,Miami Heat,84,81
199403220CHH,Philadelphia 76ers,125,91
199403220CLE,Indiana Pacers,93,61
199402230PHI,New Jersey Nets,102,106
199402230UTA,San Antonio Spurs,106,102
199402230WSB,Cleveland Cavaliers,96,106
199402240CHH,Dallas Mavericks,110,115
199402240HOU,New York Knicks,93,73
199511220SAS,Chicago Bulls,94,103
199511220UTA,Sacramento Kings,116,95
199511230IND,Houston Rockets,108,115
199511240BOS,Golden State Warriors,94,101
199511240CHH,Vancouver Grizzlies,116,104
199001290LAL,San Antonio Spurs,84,86
199001290MIN,Sacramento Kings,109,91
199001300ATL,Detroit Pistons,95,112
199001300LAC,Los Angeles Lakers,121,104
199001300MIA,Cleveland Cavaliers,94,106
199111290IND,Houston Rockets,141,121
199111290LAC,Washington Bullets,94,101
199111290MIA,Philadelphia 76ers,95,92
199111290PHO,Charlotte Hornets,131,111
198912250ATL,Cleveland Cavaliers,115,104
198912260CHH,San Antonio Spurs,82,107
198912260CHI,Minnesota Timberwolves,112,99
198912260DEN,Philadelphia 76ers,114,111
198912260IND,Orlando Magic,98,90
200601180IND,7:00p,Indiana Pacers,Charlotte Bobcats
200601180LAC,10:30p,Los Angeles Clippers,Phoenix Suns
200601180NOK,8:00p,New Orleans/Oklahoma City Hornets,Memphis Grizzlies
200601180ORL,7:00p,Orlando Magic,Washington Wizards
200601180PHI,7:00p,Philadelphia 76ers,New Jersey Nets
200501150GSW,10:30p,Golden State Warriors,Los Angeles Lakers
200501150HOU,8:30p,Houston Rockets,San Antonio Spurs
200501150IND,8:00p,Indiana Pacers,Orlando Magic
200501150MEM,8:00p,Memphis Grizzlies,Milwaukee Bucks
200412150PHO,10:30p,Phoenix Suns,Utah Jazz
200412150SAS,8:30p,San Antonio Spurs,Orlando Magic
200412150TOR,7:00p,Toronto Raptors,Minnesota Timberwolves
200412150WAS,7:00p,Washington Wizards,Miami Heat
200412160CHI,8:30p,Chicago Bulls,Milwaukee Bucks
200411170MIL,9:00p,Milwaukee Bucks,Miami Heat
200411170NJN,7:30p,New Jersey Nets,Seattle SuperSonics
200411170NOH,8:00p,New Orleans Hornets,Phoenix Suns
200411170ORL,7:00p,Orlando Magic,Utah Jazz
200411170POR,10:00p,Portland Trail Blazers,Memphis Grizzlies
200512170MEM,8:00p,Memphis Grizzlies,Phoenix Suns
200512170MIL,8:30p,Milwaukee Bucks,Utah Jazz
200512170NYK,7:30p,New York Knicks,Indiana Pacers
200512170SAS,8:30p,San Antonio Spurs,Sacramento Kings
200512180ATL,2:00p,Atlanta Hawks,Denver Nuggets
200511180CLE,7:00p,Cleveland Cavaliers,Orlando Magic
200511180DEN,9:00p,Denver Nuggets,New York Knicks
200511180HOU,9:30p,Houston Rockets,Detroit Pistons
200511180IND,7:00p,Indiana Pacers,Charlotte Bobcats
199404220CHI,Boston Celtics,94,104
199404220CLE,Washington Bullets,117,96
199404220DAL,Houston Rockets,107,95
199404220DEN,Utah Jazz,106,113
199404220IND,Philadelphia 76ers,133,88
200504160LAC,10:30p,Los Angeles Clippers,New Orleans Hornets
200504160MIL,8:30p,Milwaukee Bucks,Orlando Magic
200504160PHO,10:00p,Phoenix Suns,Sacramento Kings
200504160SAS,8:30p,San Antonio Spurs,Memphis Grizzlies
200503160NJN,7:30p,New Jersey Nets,Chicago Bulls
200503160NOH,8:00p,New Orleans Hornets,Memphis Grizzlies
200503160SAS,9:00p,San Antonio Spurs,Minnesota Timberwolves
200503170DAL,8:30p,Dallas Mavericks,Portland Trail Blazers
200502160SEA,9:00p,Seattle SuperSonics,Golden State Warriors
200502160TOR,7:00p,Toronto Raptors,Chicago Bulls
200502170MIN,8:00p,Minnesota Timberwolves,Cleveland Cavaliers
200502170PHO,10:30p,Phoenix Suns,Dallas Mavericks
200502220CHA,7:00p,Charlotte Bobcats,Milwaukee Bucks
200603170NYK,7:30p,New York Knicks,Detroit Pistons
200603170ORL,7:00p,Orlando Magic,Boston Celtics
200603170SAS,8:30p,San Antonio Spurs,Phoenix Suns
200603170TOR,7:00p,Toronto Raptors,Milwaukee Bucks
200603170WAS,7:00p,Washington Wizards,Dallas Mavericks
200602220ATL,7:00p,Atlanta Hawks,Seattle SuperSonics
200602220CHI,8:30p,Chicago Bulls,Milwaukee Bucks
200602220HOU,8:30p,Houston Rockets,Los Angeles Clippers
200602220NJN,7:30p,New Jersey Nets,Orlando Magic
200602220NOK,8:00p,New Orleans/Oklahoma City Hornets,Utah Jazz
199611270UTA,Denver Nuggets,107,103
199611280GSW,New Jersey Nets,124,118
199611280IND,Sacramento Kings,101,83
199611290ATL,Washington Bullets,110,81
199611290BOS,Houston Rockets,94,120
200604170PHO,10:00p,Phoenix Suns,New Orleans/Oklahoma City Hornets
200604170SAS,8:30p,San Antonio Spurs,Utah Jazz
200604170TOR,7:00p,Toronto Raptors,Indiana Pacers
200604180ATL,7:00p,Atlanta Hawks,Miami Heat
200604180MEM,8:00p,Memphis Grizzlies,Los Angeles Clippers
199003290HOU,Milwaukee Bucks,120,94
199003290IND,Sacramento Kings,111,101
199003290POR,Atlanta Hawks,112,106
199003290SAS,Dallas Mavericks,105,109
199003300BOS,Detroit Pistons,123,111
199403220DEN,Milwaukee Bucks,108,94
199403220GSW,Orlando Magic,117,116
199403220MIN,Houston Rockets,83,81
199403220NJN,Los Angeles Clippers,105,102
199403220NYK,Chicago Bulls,87,78
199402240MIN,Phoenix Suns,101,120
199402240SAC,Los Angeles Lakers,102,90
199402250ATL,Milwaukee Bucks,111,100
199402250CLE,Golden State Warriors,107,97
199402250DEN,New York Knicks,102,94
199511240DAL,Denver Nuggets,109,112
199511240DET,Philadelphia 76ers,101,78
199511240IND,Cleveland Cavaliers,93,100
199511240LAL,Sacramento Kings,98,99
199511240MIN,Orlando Magic,98,109
199001300MIL,Sacramento Kings,109,102
199001300ORL,Indiana Pacers,129,111
199001300PHO,New Jersey Nets,120,95
199001300POR,Utah Jazz,122,98
199001310BOS,New York Knicks,97,91
199111290POR,Chicago Bulls,114,116
199111290UTA,Golden State Warriors,135,108
199111300ATL,Boston Celtics,129,102
199111300DAL,Minnesota Timberwolves,79,78
199111300DEN,New Jersey Nets,107,97
198912260LAC,Boston Celtics,111,112
198912260LAL,Sacramento Kings,104,102
198912260MIA,New York Knicks,94,100
198912260MIL,Houston Rockets,103,96
198912260NJN,Washington Bullets,101,94
200601180POR,10:00p,Portland Trail Blazers,Toronto Raptors
200601180SAS,8:30p,San Antonio Spurs,Milwaukee Bucks
200601190NYK,8:00p,New York Knicks,Detroit Pistons
200601190SAC,10:30p,Sacramento Kings,Los Angeles Lakers
200501150MIN,8:00p,Minnesota Timberwolves,Portland Trail Blazers
200501150SAC,10:00p,Sacramento Kings,Los Angeles Clippers
200501150UTA,9:00p,Utah Jazz,Cleveland Cavaliers
200501150WAS,7:00p,Washington Wizards,Phoenix Suns
200412160DET,8:00p,Detroit Pistons,Cleveland Cavaliers
200412160SAC,10:30p,Sacramento Kings,Los Angeles Lakers
200412170ATL,7:30p,Atlanta Hawks,Portland Trail Blazers
200412170BOS,7:30p,Boston Celtics,Utah Jazz
200411170WAS,7:00p,Washington Wizards,Boston Celtics
200411180CHA,7:00p,Charlotte Bobcats,Cleveland Cavaliers
200411180HOU,9:30p,Houston Rockets,New York Knicks
200411180PHI,7:00p,Philadelphia 76ers,San Antonio Spurs
200512180DAL,8:30p,Dallas Mavericks,Minnesota Timberwolves
200512180LAL,9:30p,Los Angeles Lakers,Houston Rockets
200512180NJN,6:00p,New Jersey Nets,Golden State Warriors
200512180NOK,8:00p,New Orleans/Oklahoma City Hornets,San Antonio Spurs
200512180POR,9:00p,Portland Trail Blazers,Washington Wizards
200511180LAL,10:30p,Los Angeles Lakers,Los Angeles Clippers
200511180MIA,7:30p,Miami Heat,Philadelphia 76ers
200511180NOK,8:00p,New Orleans/Oklahoma City Hornets,Atlanta Hawks
200511180PHO,9:00p,Phoenix Suns,Utah Jazz
200511180POR,10:00p,Portland Trail Blazers,Golden State Warriors
199404220MIL,New York Knicks,85,125
199404220MIN,Portland Trail Blazers,103,118
199404220PHO,Los Angeles Clippers,127,121
199404220SEA,San Antonio Spurs,94,87
199404230ATL,Orlando Magic,93,89
200504170DET,1:00p,Detroit Pistons,Cleveland Cavaliers
200504170LAL,3:30p,Los Angeles Lakers,Dallas Mavericks
200504170MIA,3:30p,Miami Heat,Indiana Pacers
200504170MIN,3:30p,Minnesota Timberwolves,Seattle SuperSonics
200503170GSW,10:30p,Golden State Warriors,Sacramento Kings
200503170MIA,8:00p,Miami Heat,Los Angeles Lakers
200503180ATL,7:30p,Atlanta Hawks,New York Knicks
200503180CHI,8:30p,Chicago Bulls,New Orleans Hornets
200503180CLE,7:30p,Cleveland Cavaliers,Philadelphia 76ers
200502220CHI,8:30p,Chicago Bulls,Miami Heat
200502220DET,7:30p,Detroit Pistons,New York Knicks
200502220HOU,8:30p,Houston Rockets,Seattle SuperSonics
200502220LAL,10:30p,Los Angeles Lakers,Boston Celtics
200603180CHA,7:30p,Charlotte Bobcats,Detroit Pistons
