code,start_time,home_team,visiting_team
201102080HOU,8:30p,Houston Rockets,Minnesota Timberwolves
201102080MIA,7:30p,Miami Heat,Indiana Pacers
201101080DAL,8:30p,Dallas Mavericks,Orlando Magic
201101080DET,7:30p,Detroit Pistons,Philadelphia 76ers
201101080HOU,8:30p,Houston Rockets,Utah Jazz
201012080CLE,7:00p,Cleveland Cavaliers,Chicago Bulls
201012080LAC,10:30p,Los Angeles Clippers,Los Angeles Lakers
201012080MIL,8:00p,Milwaukee Bucks,Indiana Pacers
201012080MIN,8:00p,Minnesota Timberwolves,Oklahoma City Thunder
201012080NOH,8:00p,New Orleans Hornets,Detroit Pistons
201011090IND,7:00p,Indiana Pacers,Denver Nuggets
201011090LAL,10:30p,Los Angeles Lakers,Minnesota Timberwolves
201011090MIA,7:30p,Miami Heat,Utah Jazz
201011090MIL,8:00p,Milwaukee Bucks,New York Knicks
201011090NJN,7:00p,New Jersey Nets,Cleveland Cavaliers
201201070SAS,8:30p,San Antonio Spurs,Denver Nuggets
201201080LAL,9:30p,Los Angeles Lakers,Memphis Grizzlies
201201080OKC,7:00p,Oklahoma City Thunder,San Antonio Spurs
201201080PHO,8:00p,Phoenix Suns,Milwaukee Bucks
201201080POR,9:00p,Portland Trail Blazers,Cleveland Cavaliers
200711140HOU,9:00p,Houston Rockets,Los Angeles Lakers
200711140LAC,10:30p,Los Angeles Clippers,New York Knicks
200711140MIA,7:30p,Miami Heat,Seattle SuperSonics
200711140MIL,8:00p,Milwaukee Bucks,Memphis Grizzlies
200711140MIN,8:00p,Minnesota Timberwolves,Sacramento Kings
200801170LAL,10:30p,Los Angeles Lakers,Phoenix Suns
200801170SAS,8:00p,San Antonio Spurs,Cleveland Cavaliers
200801180BOS,7:30p,Boston Celtics,Philadelphia 76ers
200801180CHI,9:30p,Chicago Bulls,Golden State Warriors
200801180DET,8:00p,Detroit Pistons,Sacramento Kings
200712170MEM,8:00p,Memphis Grizzlies,Golden State Warriors
200712170MIA,7:30p,Miami Heat,Minnesota Timberwolves
200712170NYK,7:30p,New York Knicks,Indiana Pacers
200712170POR,10:00p,Portland Trail Blazers,New Orleans Hornets
200712170SAS,8:30p,San Antonio Spurs,Phoenix Suns
200804160BOS,7:30p,Boston Celtics,New Jersey Nets
200804160CHA,7:00p,Charlotte Bobcats,Philadelphia 76ers
200804160CHI,8:30p,Chicago Bulls,Toronto Raptors
200804160CLE,7:00p,Cleveland Cavaliers,Detroit Pistons
200804160DAL,8:30p,Dallas Mavericks,New Orleans Hornets
200612160SAC,10:00p,Sacramento Kings,Phoenix Suns
200612160SAS,8:00p,San Antonio Spurs,Philadelphia 76ers
200612170DET,6:00p,Detroit Pistons,Seattle SuperSonics
200612170IND,2:30p,Indiana Pacers,Utah Jazz
200612170LAC,3:30p,Los Angeles Clippers,Houston Rockets
200703210SAC,10:00p,Sacramento Kings,Minnesota Timberwolves
200703210SAS,8:00p,San Antonio Spurs,Indiana Pacers
200703210SEA,10:00p,Seattle SuperSonics,Washington Wizards
200703210TOR,7:00p,Toronto Raptors,Orlando Magic
200703220CHI,8:30p,Chicago Bulls,Denver Nuggets
200702210MIN,8:00p,Minnesota Timberwolves,Charlotte Bobcats
200702210NJN,7:30p,New Jersey Nets,New Orleans/Oklahoma City Hornets
200702210PHI,7:00p,Philadelphia 76ers,New York Knicks
200702210PHO,9:00p,Phoenix Suns,Boston Celtics
200702210TOR,7:00p,Toronto Raptors,Cleveland Cavaliers
200701220LAL,10:30p,Los Angeles Lakers,Golden State Warriors
200701220MIA,7:30p,Miami Heat,New York Knicks
200701220SAC,10:00p,Sacramento Kings,New Jersey Nets
200701220TOR,7:00p,Toronto Raptors,Charlotte Bobcats
200701220UTA,9:00p,Utah Jazz,Minnesota Timberwolves
201204070MEM,8:00p,Memphis Grizzlies,Dallas Mavericks
201204070MIL,8:30p,Milwaukee Bucks,Portland Trail Blazers
201204070NOH,8:00p,New Orleans Hornets,Minnesota Timberwolves
201204070PHI,8:00p,Philadelphia 76ers,Orlando Magic
201204070PHO,10:00p,Phoenix Suns,Los Angeles Lakers
200611180LAC,10:30p,Los Angeles Clippers,Philadelphia 76ers
200611180MIL,8:30p,Milwaukee Bucks,Indiana Pacers
200611180MIN,8:00p,Minnesota Timberwolves,New Orleans/Oklahoma City Hornets
200611180NJN,7:30p,New Jersey Nets,Portland Trail Blazers
200611180NYK,7:30p,New York Knicks,Boston Celtics
201203090PHI,7:00p,Philadelphia 76ers,Utah Jazz
201203090SAC,10:00p,Sacramento Kings,Dallas Mavericks
201203090SAS,8:30p,San Antonio Spurs,Los Angeles Clippers
201203100CHI,8:00p,Chicago Bulls,Utah Jazz
201203100DET,7:30p,Detroit Pistons,Toronto Raptors
200803180DAL,8:30p,Dallas Mavericks,Los Angeles Lakers
200803180DET,7:30p,Detroit Pistons,Denver Nuggets
200803180HOU,9:30p,Houston Rockets,Boston Celtics
200803180MIL,8:00p,Milwaukee Bucks,Miami Heat
200803180POR,10:30p,Portland Trail Blazers,Phoenix Suns
201202090BOS,8:00p,Boston Celtics,Los Angeles Lakers
201202090DEN,9:00p,Denver Nuggets,Golden State Warriors
201202090PHO,9:00p,Phoenix Suns,Houston Rockets
201202090SAC,10:30p,Sacramento Kings,Oklahoma City Thunder
201202100CHA,7:00p,Charlotte Bobcats,Chicago Bulls
201104080CLE,7:30p,Cleveland Cavaliers,Chicago Bulls
201104080DAL,8:30p,Dallas Mavericks,Los Angeles Clippers
201104080DET,7:30p,Detroit Pistons,Milwaukee Bucks
201104080IND,7:00p,Indiana Pacers,Atlanta Hawks
201104080MEM,8:00p,Memphis Grizzlies,Sacramento Kings
200802200SAC,10:00p,Sacramento Kings,Atlanta Hawks
200802200TOR,7:00p,Toronto Raptors,Orlando Magic
200802210HOU,8:00p,Houston Rockets,Miami Heat
200802210MIN,8:00p,Minnesota Timberwolves,San Antonio Spurs
200802210POR,10:30p,Portland Trail Blazers,Seattle SuperSonics
201103090NJN,7:00p,New Jersey Nets,Golden State Warriors
201103090NOH,8:00p,New Orleans Hornets,Dallas Mavericks
201103090PHI,7:00p,Philadelphia 76ers,Oklahoma City Thunder
201103090SAC,10:00p,Sacramento Kings,Orlando Magic
201103090SAS,8:30p,San Antonio Spurs,Detroit Pistons
201102080MIL,8:00p,Milwaukee Bucks,Toronto Raptors
201102080OKC,8:00p,Oklahoma City Thunder,Memphis Grizzlies
201102080ORL,7:00p,Orlando Magic,Los Angeles Clippers
201102090CLE,7:00p,Cleveland Cavaliers,Detroit Pistons
201102090GSW,10:30p,Golden State Warriors,Denver Nuggets
201101080NJN,7:00p,New Jersey Nets,Milwaukee Bucks
201101080OKC,8:00p,Oklahoma City Thunder,Memphis Grizzlies
201101090DEN,9:00p,Denver Nuggets,New Orleans Hornets
201101090LAC,3:30p,Los Angeles Clippers,Golden State Warriors
201101090LAL,9:30p,Los Angeles Lakers,New York Knicks
201012080NYK,7:30p,New York Knicks,Toronto Raptors
201012080PHO,9:00p,Phoenix Suns,Memphis Grizzlies
201012080SAC,10:00p,Sacramento Kings,Washington Wizards
201012080SAS,8:30p,San Antonio Spurs,Golden State Warriors
201012080UTA,9:00p,Utah Jazz,Miami Heat
201011090NOH,8:00p,New Orleans Hornets,Los Angeles Clippers
201011090POR,10:00p,Portland Trail Blazers,Detroit Pistons
201011100ATL,7:00p,Atlanta Hawks,Milwaukee Bucks
201011100CLE,7:30p,Cleveland Cavaliers,New Jersey Nets
201011100MEM,8:00p,Memphis Grizzlies,Dallas Mavericks
201201080SAC,6:00p,Sacramento Kings,Orlando Magic
201201080WAS,1:00p,Washington Wizards,Minnesota Timberwolves
201201090CHI,8:00p,Chicago Bulls,Detroit Pistons
201201090DEN,9:00p,Denver Nuggets,New Orleans Hornets
201201090NJN,7:30p,New Jersey Nets,Atlanta Hawks
200711140NOH,8:00p,New Orleans Hornets,Philadelphia 76ers
200711140TOR,7:00p,Toronto Raptors,Utah Jazz
200711140WAS,7:00p,Washington Wizards,Indiana Pacers
200711150DAL,8:00p,Dallas Mavericks,San Antonio Spurs
200711150PHO,10:30p,Phoenix Suns,Chicago Bulls
200801180MEM,8:00p,Memphis Grizzlies,Seattle SuperSonics
200801180MIA,7:00p,Miami Heat,Portland Trail Blazers
200801180NOH,8:00p,New Orleans Hornets,Charlotte Bobcats
200801180PHO,9:00p,Phoenix Suns,Minnesota Timberwolves
200801180TOR,7:00p,Toronto Raptors,Atlanta Hawks
200712180CHI,8:30p,Chicago Bulls,Los Angeles Lakers
200712180LAC,10:30p,Los Angeles Clippers,Toronto Raptors
200712180NJN,7:30p,New Jersey Nets,Sacramento Kings
200712190ATL,7:00p,Atlanta Hawks,Miami Heat
200712190BOS,7:00p,Boston Celtics,Detroit Pistons
200804160DEN,9:00p,Denver Nuggets,Memphis Grizzlies
200804160GSW,10:30p,Golden State Warriors,Seattle SuperSonics
200804160HOU,8:30p,Houston Rockets,Los Angeles Clippers
200804160IND,7:00p,Indiana Pacers,New York Knicks
200804160MIA,7:30p,Miami Heat,Atlanta Hawks
200612170LAL,9:30p,Los Angeles Lakers,Washington Wizards
200612170TOR,1:00p,Toronto Raptors,Golden State Warriors
200612180DEN,9:00p,Denver Nuggets,Washington Wizards
200612180MEM,8:00p,Memphis Grizzlies,Seattle SuperSonics
200612180MIA,7:30p,Miami Heat,New Orleans/Oklahoma City Hornets
200703220HOU,8:30p,Houston Rockets,Detroit Pistons
200703220MEM,8:00p,Memphis Grizzlies,Los Angeles Lakers
200703220NYK,7:30p,New York Knicks,Portland Trail Blazers
200703220PHO,10:00p,Phoenix Suns,Sacramento Kings
200703230ATL,7:30p,Atlanta Hawks,Portland Trail Blazers
200702220CLE,7:00p,Cleveland Cavaliers,Chicago Bulls
200702220DAL,9:30p,Dallas Mavericks,Miami Heat
200702220WAS,7:00p,Washington Wizards,Sacramento Kings
200702230ATL,7:30p,Atlanta Hawks,Houston Rockets
200702230CHA,7:00p,Charlotte Bobcats,Philadelphia 76ers
200701230CHI,8:30p,Chicago Bulls,Atlanta Hawks
200701230LAC,10:30p,Los Angeles Clippers,Milwaukee Bucks
200701230ORL,7:00p,Orlando Magic,Dallas Mavericks
200701230PHI,7:00p,Philadelphia 76ers,New Orleans/Oklahoma City Hornets
200701230SEA,10:00p,Seattle SuperSonics,Denver Nuggets
201204080BOS,6:00p,Boston Celtics,Philadelphia 76ers
201204080MIA,6:00p,Miami Heat,Detroit Pistons
201204080NJN,6:00p,New Jersey Nets,Cleveland Cavaliers
201204080NYK,1:00p,New York Knicks,Chicago Bulls
201204080OKC,7:00p,Oklahoma City Thunder,Toronto Raptors
200611180ORL,7:00p,Orlando Magic,Charlotte Bobcats
200611180UTA,9:00p,Utah Jazz,Phoenix Suns
200611180WAS,7:00p,Washington Wizards,Cleveland Cavaliers
200611190LAL,8:00p,Los Angeles Lakers,Chicago Bulls
201203100GSW,10:30p,Golden State Warriors,Dallas Mavericks
201203100MIA,7:30p,Miami Heat,Indiana Pacers
201203100MIN,8:00p,Minnesota Timberwolves,New Orleans Hornets
201203100NJN,8:00p,New Jersey Nets,Houston Rockets
200803180SAC,10:00p,Sacramento Kings,Golden State Warriors
200803190CLE,8:00p,Cleveland Cavaliers,Detroit Pistons
200803190IND,7:00p,Indiana Pacers,Charlotte Bobcats
200803190LAC,10:30p,Los Angeles Clippers,Golden State Warriors
200803190MIN,8:00p,Minnesota Timberwolves,Memphis Grizzlies
201202100CLE,7:30p,Cleveland Cavaliers,Milwaukee Bucks
201202100DET,7:30p,Detroit Pistons,New Jersey Nets
201202100MEM,8:00p,Memphis Grizzlies,Indiana Pacers
201202100MIN,8:00p,Minnesota Timberwolves,Dallas Mavericks
201202100NOH,8:00p,New Orleans Hornets,Portland Trail Blazers
201104080MIA,7:30p,Miami Heat,Charlotte Bobcats
201104080NJN,7:00p,New Jersey Nets,New York Knicks
201104080NOH,8:00p,New Orleans Hornets,Phoenix Suns
201104080OKC,8:00p,Oklahoma City Thunder,Denver Nuggets
201104080PHI,7:00p,Philadelphia 76ers,Toronto Raptors
200802220CHA,7:00p,Charlotte Bobcats,Sacramento Kings
200802220CHI,8:00p,Chicago Bulls,Denver Nuggets
200802220CLE,8:00p,Cleveland Cavaliers,Washington Wizards
200802220DET,8:00p,Detroit Pistons,Milwaukee Bucks
200802220GSW,10:30p,Golden State Warriors,Atlanta Hawks
201103090TOR,7:00p,Toronto Raptors,Utah Jazz
201103100DAL,9:30p,Dallas Mavericks,New York Knicks
201103100MIA,7:00p,Miami Heat,Los Angeles Lakers
201103100PHO,10:30p,Phoenix Suns,Denver Nuggets
201103110CHA,7:00p,Charlotte Bobcats,Portland Trail Blazers
201102090IND,7:00p,Indiana Pacers,Charlotte Bobcats
201102090NJN,7:00p,New Jersey Nets,New Orleans Hornets
201102090NYK,7:30p,New York Knicks,Los Angeles Clippers
201102090PHI,7:00p,Philadelphia 76ers,Orlando Magic
201102090SAC,10:00p,Sacramento Kings,Dallas Mavericks
201101090PHO,8:00p,Phoenix Suns,Cleveland Cavaliers
201101090POR,9:00p,Portland Trail Blazers,Miami Heat
201101090SAS,7:00p,San Antonio Spurs,Minnesota Timberwolves
201101090TOR,1:00p,Toronto Raptors,Sacramento Kings
201012090DAL,8:30p,Dallas Mavericks,New Jersey Nets
201012090PHI,8:00p,Philadelphia 76ers,Boston Celtics
201012090POR,10:30p,Portland Trail Blazers,Orlando Magic
201012100CHI,8:00p,Chicago Bulls,Los Angeles Lakers
201011100NYK,7:30p,New York Knicks,Golden State Warriors
201011100OKC,8:00p,Oklahoma City Thunder,Philadelphia 76ers
201011100ORL,7:00p,Orlando Magic,Utah Jazz
201011100SAC,10:00p,Sacramento Kings,Minnesota Timberwolves
201011100SAS,9:30p,San Antonio Spurs,Los Angeles Clippers
201201090NYK,7:30p,New York Knicks,Charlotte Bobcats
201201090PHI,7:00p,Philadelphia 76ers,Indiana Pacers
201201090TOR,7:00p,Toronto Raptors,Minnesota Timberwolves
201201100CHA,7:00p,Charlotte Bobcats,Houston Rockets
201201100DET,7:30p,Detroit Pistons,Dallas Mavericks
200711160ATL,7:30p,Atlanta Hawks,Seattle SuperSonics
200711160BOS,7:30p,Boston Celtics,Miami Heat
200711160CLE,7:30p,Cleveland Cavaliers,Utah Jazz
200711160GSW,10:30p,Golden State Warriors,Los Angeles Clippers
200801180UTA,9:00p,Utah Jazz,Los Angeles Clippers
200801180WAS,7:00p,Washington Wizards,New York Knicks
200801190CHA,7:00p,Charlotte Bobcats,Memphis Grizzlies
200801190CHI,8:30p,Chicago Bulls,Detroit Pistons
200801190DAL,9:00p,Dallas Mavericks,Seattle SuperSonics
200712190CHA,7:00p,Charlotte Bobcats,Utah Jazz
200712190DAL,9:30p,Dallas Mavericks,Phoenix Suns
200712190HOU,8:30p,Houston Rockets,Orlando Magic
200712190IND,7:00p,Indiana Pacers,Philadelphia 76ers
200712190MEM,8:00p,Memphis Grizzlies,San Antonio Spurs
200804160MIN,8:00p,Minnesota Timberwolves,Milwaukee Bucks
200804160ORL,7:00p,Orlando Magic,Washington Wizards
200804160PHO,10:00p,Phoenix Suns,Portland Trail Blazers
200804160SAS,9:30p,San Antonio Spurs,Utah Jazz
200612180NJN,7:30p,New Jersey Nets,Golden State Warriors
200612180NYK,7:30p,New York Knicks,Utah Jazz
200612180SAC,10:00p,Sacramento Kings,Dallas Mavericks
200612190CHI,8:30p,Chicago Bulls,Los Angeles Lakers
200612190PHO,9:00p,Phoenix Suns,Toronto Raptors
200703230BOS,7:30p,Boston Celtics,Dallas Mavericks
200703230CLE,7:30p,Cleveland Cavaliers,New York Knicks
200703230GSW,10:30p,Golden State Warriors,Washington Wizards
200703230IND,7:00p,Indiana Pacers,Miami Heat
200702230CHI,8:00p,Chicago Bulls,Washington Wizards
200702230DEN,10:30p,Denver Nuggets,Utah Jazz
200702230LAL,10:30p,Los Angeles Lakers,Boston Celtics
200702230MIN,8:00p,Minnesota Timberwolves,Phoenix Suns
200702230NJN,7:30p,New Jersey Nets,Sacramento Kings
200701230WAS,7:00p,Washington Wizards,Phoenix Suns
200701240BOS,7:30p,Boston Celtics,Atlanta Hawks
200701240CHA,7:00p,Charlotte Bobcats,Detroit Pistons
200701240CLE,7:00p,Cleveland Cavaliers,Philadelphia 76ers
200701240GSW,10:30p,Golden State Warriors,New Jersey Nets
201204080SAC,9:00p,Sacramento Kings,Houston Rockets
201204080SAS,7:00p,San Antonio Spurs,Utah Jazz
201204090CHA,7:00p,Charlotte Bobcats,Washington Wizards
201204090DEN,9:00p,Denver Nuggets,Golden State Warriors
201204090IND,7:00p,Indiana Pacers,Toronto Raptors
200611190SAC,9:00p,Sacramento Kings,San Antonio Spurs
200611200CHA,7:00p,Charlotte Bobcats,Dallas Mavericks
200611200GSW,10:30p,Golden State Warriors,Phoenix Suns
200611200MEM,8:00p,Memphis Grizzlies,Orlando Magic
200611200NYK,7:30p,New York Knicks,Houston Rockets
201203100OKC,8:00p,Oklahoma City Thunder,Charlotte Bobcats
201203100PHO,9:00p,Phoenix Suns,Memphis Grizzlies
201203100WAS,7:00p,Washington Wizards,Portland Trail Blazers
201203110CLE,6:00p,Cleveland Cavaliers,Houston Rockets
200803190NJN,7:30p,New Jersey Nets,Atlanta Hawks
200803190NOH,8:00p,New Orleans Hornets,Houston Rockets
200803190ORL,7:00p,Orlando Magic,Washington Wizards
200803190PHI,7:00p,Philadelphia 76ers,Denver Nuggets
200803190SEA,10:00p,Seattle SuperSonics,Phoenix Suns
201202100NYK,8:00p,New York Knicks,Los Angeles Lakers
201202100ORL,7:00p,Orlando Magic,Atlanta Hawks
201202100PHI,7:00p,Philadelphia 76ers,Los Angeles Clippers
201202100TOR,7:00p,Toronto Raptors,Boston Celtics
201202100UTA,10:30p,Utah Jazz,Oklahoma City Thunder
201104080POR,10:00p,Portland Trail Blazers,Los Angeles Lakers
201104090DEN,9:00p,Denver Nuggets,Minnesota Timberwolves
201104090HOU,8:30p,Houston Rockets,Los Angeles Clippers
201104090MIL,8:30p,Milwaukee Bucks,Cleveland Cavaliers
201104090SAS,8:30p,San Antonio Spurs,Utah Jazz
200802220IND,7:00p,Indiana Pacers,New Jersey Nets
200802220LAC,10:30p,Los Angeles Clippers,Utah Jazz
200802220MEM,8:00p,Memphis Grizzlies,Dallas Mavericks
200802220NOH,8:00p,New Orleans Hornets,Houston Rockets
200802220NYK,7:30p,New York Knicks,Toronto Raptors
201103110CHI,8:00p,Chicago Bulls,Atlanta Hawks
201103110GSW,10:30p,Golden State Warriors,Orlando Magic
201103110MIN,8:00p,Minnesota Timberwolves,Utah Jazz
201103110NJN,7:00p,New Jersey Nets,Los Angeles Clippers
201103110OKC,8:00p,Oklahoma City Thunder,Detroit Pistons
201102090TOR,7:00p,Toronto Raptors,San Antonio Spurs
201102090UTA,9:00p,Utah Jazz,Chicago Bulls
201102090WAS,7:00p,Washington Wizards,Milwaukee Bucks
201102100BOS,8:00p,Boston Celtics,Los Angeles Lakers
201102100DEN,10:30p,Denver Nuggets,Dallas Mavericks
201101100BOS,7:30p,Boston Celtics,Houston Rockets
201101100CHA,7:00p,Charlotte Bobcats,Memphis Grizzlies
201101100CHI,8:00p,Chicago Bulls,Detroit Pistons
201101110DEN,9:00p,Denver Nuggets,Phoenix Suns
201101110LAL,10:30p,Los Angeles Lakers,Cleveland Cavaliers
201012100GSW,10:30p,Golden State Warriors,Miami Heat
201012100IND,7:00p,Indiana Pacers,Charlotte Bobcats
201012100MIL,8:30p,Milwaukee Bucks,Houston Rockets
201012100MIN,8:00p,Minnesota Timberwolves,Detroit Pistons
201012100NOH,8:00p,New Orleans Hornets,Oklahoma City Thunder
201011100TOR,7:00p,Toronto Raptors,Charlotte Bobcats
201011100WAS,7:00p,Washington Wizards,Houston Rockets
201011110CHI,8:00p,Chicago Bulls,Golden State Warriors
201011110DEN,10:30p,Denver Nuggets,Los Angeles Lakers
201011110MIA,8:00p,Miami Heat,Boston Celtics
201201100GSW,10:30p,Golden State Warriors,Miami Heat
201201100LAL,10:30p,Los Angeles Lakers,Phoenix Suns
201201100MEM,8:00p,Memphis Grizzlies,Oklahoma City Thunder
201201100MIL,8:00p,Milwaukee Bucks,San Antonio Spurs
200711160LAL,10:30p,Los Angeles Lakers,Detroit Pistons
200711160MEM,8:00p,Memphis Grizzlies,New Orleans Hornets
200711160MIN,8:00p,Minnesota Timberwolves,Washington Wizards
200711160NJN,7:30p,New Jersey Nets,Orlando Magic
200711160PHI,7:00p,Philadelphia 76ers,Portland Trail Blazers
200801190DEN,9:00p,Denver Nuggets,Minnesota Timberwolves
200801190HOU,8:30p,Houston Rockets,San Antonio Spurs
200801190IND,7:00p,Indiana Pacers,Sacramento Kings
200801190LAC,10:30p,Los Angeles Clippers,New Jersey Nets
200712190MIL,8:00p,Milwaukee Bucks,Sacramento Kings
200712190MIN,8:00p,Minnesota Timberwolves,Golden State Warriors
200712190NYK,7:30p,New York Knicks,Cleveland Cavaliers
200712190POR,10:00p,Portland Trail Blazers,Toronto Raptors
200712190SEA,10:00p,Seattle SuperSonics,New Orleans Hornets
200612200ATL,7:00p,Atlanta Hawks,Utah Jazz
200612200BOS,7:30p,Boston Celtics,Golden State Warriors
200612200LAC,10:30p,Los Angeles Clippers,Toronto Raptors
200612200MIL,8:00p,Milwaukee Bucks,Miami Heat
200612200MIN,8:00p,Minnesota Timberwolves,Los Angeles Lakers
200703230LAC,10:30p,Los Angeles Clippers,Utah Jazz
200703230NOK,8:00p,New Orleans/Oklahoma City Hornets,Los Angeles Lakers
200703230ORL,7:00p,Orlando Magic,New Jersey Nets
200703230PHI,7:00p,Philadelphia 76ers,Charlotte Bobcats
200703230SAS,8:00p,San Antonio Spurs,Detroit Pistons
200702230NOK,8:00p,New Orleans/Oklahoma City Hornets,Seattle SuperSonics
200702230NYK,7:30p,New York Knicks,Milwaukee Bucks
200702230ORL,7:00p,Orlando Magic,Detroit Pistons
200702230POR,10:00p,Portland Trail Blazers,Memphis Grizzlies
200702230TOR,7:00p,Toronto Raptors,Indiana Pacers
200701240IND,7:00p,Indiana Pacers,Miami Heat
200701240NYK,7:30p,New York Knicks,Phoenix Suns
200701240POR,10:00p,Portland Trail Blazers,Minnesota Timberwolves
200701240SAC,10:00p,Sacramento Kings,Milwaukee Bucks
201204090MEM,8:00p,Memphis Grizzlies,Los Angeles Clippers
201204090MIL,8:00p,Milwaukee Bucks,Oklahoma City Thunder
201204090MIN,9:00p,Minnesota Timberwolves,Phoenix Suns
201204090NOH,8:00p,New Orleans Hornets,Los Angeles Lakers
201204090ORL,7:00p,Orlando Magic,Detroit Pistons
200611200POR,10:00p,Portland Trail Blazers,San Antonio Spurs
200611200SEA,10:00p,Seattle SuperSonics,New Jersey Nets
200611200UTA,9:00p,Utah Jazz,Toronto Raptors
200611210CLE,7:00p,Cleveland Cavaliers,Memphis Grizzlies
200611210DAL,8:30p,Dallas Mavericks,Washington Wizards
201203110DEN,8:00p,Denver Nuggets,Memphis Grizzlies
201203110LAC,9:30p,Los Angeles Clippers,Golden State Warriors
201203110LAL,3:30p,Los Angeles Lakers,Boston Celtics
201203110NYK,12:00p,New York Knicks,Philadelphia 76ers
201203110ORL,6:00p,Orlando Magic,Indiana Pacers
200803190TOR,7:00p,Toronto Raptors,Miami Heat
200803200CHI,8:00p,Chicago Bulls,San Antonio Spurs
200803200DAL,8:00p,Dallas Mavericks,Boston Celtics
200803200UTA,10:30p,Utah Jazz,Los Angeles Lakers
200803210CLE,7:30p,Cleveland Cavaliers,Toronto Raptors
201202100WAS,7:00p,Washington Wizards,Miami Heat
201202110CHA,7:00p,Charlotte Bobcats,Los Angeles Clippers
201202110CLE,7:30p,Cleveland Cavaliers,Philadelphia 76ers
201202110DAL,8:30p,Dallas Mavericks,Portland Trail Blazers
201202110IND,7:00p,Indiana Pacers,Denver Nuggets
201104090WAS,7:00p,Washington Wizards,Atlanta Hawks
201104100CHA,6:00p,Charlotte Bobcats,Detroit Pistons
201104100DAL,7:30p,Dallas Mavericks,Phoenix Suns
201104100GSW,9:00p,Golden State Warriors,Sacramento Kings
200802220ORL,7:00p,Orlando Magic,Philadelphia 76ers
200802220PHO,10:30p,Phoenix Suns,Boston Celtics
200802220SEA,10:30p,Seattle SuperSonics,Portland Trail Blazers
200802230LAC,10:30p,Los Angeles Clippers,Los Angeles Lakers
200802230MIA,7:30p,Miami Heat,Philadelphia 76ers
201103110PHI,7:00p,Philadelphia 76ers,Boston Celtics
201103110SAS,8:30p,San Antonio Spurs,Sacramento Kings
201103110TOR,7:00p,Toronto Raptors,Indiana Pacers
201103120ATL,7:00p,Atlanta Hawks,Portland Trail Blazers
201103120CHI,8:00p,Chicago Bulls,Utah Jazz
201102100PHO,9:00p,Phoenix Suns,Golden State Warriors
201102110CHA,7:00p,Charlotte Bobcats,New Jersey Nets
201102110CLE,7:30p,Cleveland Cavaliers,Los Angeles Clippers
201102110DET,7:30p,Detroit Pistons,Miami Heat
201101110MIN,8:00p,Minnesota Timberwolves,San Antonio Spurs
201101110PHI,7:00p,Philadelphia 76ers,Indiana Pacers
201101110POR,10:00p,Portland Trail Blazers,New York Knicks
201101110WAS,7:00p,Washington Wizards,Sacramento Kings
201101120BOS,7:30p,Boston Celtics,Sacramento Kings
201012100PHO,9:00p,Phoenix Suns,Portland Trail Blazers
201012100SAS,8:30p,San Antonio Spurs,Atlanta Hawks
201012100TOR,7:00p,Toronto Raptors,Denver Nuggets
201012100UTA,9:00p,Utah Jazz,Orlando Magic
201012100WAS,7:00p,Washington Wizards,New York Knicks
201011120ATL,7:00p,Atlanta Hawks,Utah Jazz
201011120DAL,8:30p,Dallas Mavericks,Philadelphia 76ers
201011120IND,7:00p,Indiana Pacers,Houston Rockets
201011120LAC,10:30p,Los Angeles Clippers,Detroit Pistons
201201100MIN,8:00p,Minnesota Timberwolves,Chicago Bulls
201201100PHI,7:00p,Philadelphia 76ers,Sacramento Kings
201201100POR,10:00p,Portland Trail Blazers,Los Angeles Clippers
201201100UTA,9:00p,Utah Jazz,Cleveland Cavaliers
201201100WAS,7:00p,Washington Wizards,Toronto Raptors
200711160SAC,10:00p,Sacramento Kings,New York Knicks
200711160SAS,8:00p,San Antonio Spurs,Houston Rockets
200711160TOR,7:00p,Toronto Raptors,Indiana Pacers
200711170CHA,7:00p,Charlotte Bobcats,Seattle SuperSonics
200711170DAL,8:30p,Dallas Mavericks,Memphis Grizzlies
200801190MIA,7:30p,Miami Heat,New York Knicks
200801190MIL,8:30p,Milwaukee Bucks,Golden State Warriors
200801190ORL,7:00p,Orlando Magic,Portland Trail Blazers
200801190PHI,7:00p,Philadelphia 76ers,Toronto Raptors
200712190WAS,7:00p,Washington Wizards,Chicago Bulls
200712200CLE,8:00p,Cleveland Cavaliers,Los Angeles Lakers
200712200DEN,10:30p,Denver Nuggets,Houston Rockets
200712200MIA,7:30p,Miami Heat,New Jersey Nets
200712210BOS,7:00p,Boston Celtics,Chicago Bulls
200612200NJN,8:00p,New Jersey Nets,Cleveland Cavaliers
200612200NYK,7:30p,New York Knicks,Charlotte Bobcats
200612200ORL,7:00p,Orlando Magic,New Orleans/Oklahoma City Hornets
200612200PHI,7:00p,Philadelphia 76ers,Indiana Pacers
200612200POR,10:00p,Portland Trail Blazers,Houston Rockets
200703230SEA,10:30p,Seattle SuperSonics,Minnesota Timberwolves
200703230TOR,7:00p,Toronto Raptors,Denver Nuggets
200703240CHA,7:00p,Charlotte Bobcats,New Jersey Nets
200703240LAC,10:30p,Los Angeles Clippers,Washington Wizards
200703240MIA,7:30p,Miami Heat,Philadelphia 76ers
200702240CHA,7:00p,Charlotte Bobcats,Toronto Raptors
200702240DAL,9:00p,Dallas Mavericks,Denver Nuggets
